homega	previousyeartableposition	homegf	currenttableposition	awaygf	awayga	teamshortform	hasachievedobjective	yettowin	unbeatenallcomps	unbeatenleague	champion	leagueid	prevleagueid	highestpossible	teamform	highestprobable	homewins	artificialkey	nummatchesplayed	teamid	grouping	awaywins	objective	points	actualvsexpectations	homelosses	unbeatenhome	lastgameresult	unbeatenaway	awaylosses	awaydraws	homedraws	teamlongform
0	16	0	3	0	0	0	0	0	0	0	0	31	31	0	0	0	0	198	0	1842	1	0	3	0	0	0	0	0	0	0	0	0	0
0	19	0	13	0	0	0	0	0	0	0	0	31	31	0	0	0	0	199	0	110373	3	0	4	0	0	0	0	0	0	0	0	0	0
0	13	0	5	0	0	0	0	0	0	0	0	31	31	0	0	0	0	200	0	110374	2	0	2	0	0	0	0	0	0	0	0	0	0
0	11	0	6	0	0	0	0	0	0	0	0	31	31	0	0	0	0	201	0	110556	2	0	3	0	0	0	0	0	0	0	0	0	0
0	8	0	15	0	0	0	0	0	0	0	0	31	31	0	0	0	0	202	0	111974	5	0	2	0	0	0	0	0	0	0	0	0	0
0	15	0	16	0	0	0	0	0	0	0	0	31	31	0	0	0	0	203	0	113974	5	0	4	0	0	0	0	0	0	0	0	0	0
0	4	0	8	0	0	0	0	0	0	0	0	31	31	0	0	0	0	204	0	114153	3	0	0	0	0	0	0	0	0	0	0	0	0
0	7	0	12	0	0	0	0	0	0	0	0	31	31	0	0	0	0	205	0	114912	3	0	1	0	0	0	0	0	0	0	0	0	0
0	6	0	9	0	0	0	0	0	0	0	0	31	31	0	0	0	0	206	0	115841	3	0	1	0	0	0	0	0	0	0	0	0	0
0	3	0	1	0	0	0	0	0	0	0	0	31	31	0	0	0	0	207	0	115845	0	0	1	0	0	0	0	0	0	0	0	0	0
12	4	15	12	6	11	26	0	0	0	0	1	39	39	16	12000	13	4	208	18	687	13	2	15	24	3	2	0	2	0	4	3	3	33
5	24	14	10	13	16	73	0	0	0	0	0	39	39	16	12122	13	6	209	18	688	13	2	13	27	1	2	0	0	0	5	3	0	60
7	13	12	19	9	15	13	0	0	0	0	0	39	39	16	10010	11	4	210	17	689	11	1	14	19	3	2	0	2	0	6	2	2	33
9	15	16	1	19	13	86	0	0	0	0	0	39	39	16	22212	16	7	211	19	691	16	5	13	40	0	1	0	0	0	2	3	1	66
15	22	17	22	3	14	40	0	0	0	0	0	39	39	16	10112	11	4	212	18	693	11	0	11	17	1	4	0	0	0	5	1	4	43
8	10	16	9	6	8	53	0	0	0	0	0	39	39	16	12021	13	5	213	16	694	13	3	14	28	2	1	0	1	0	3	1	3	60
8	11	18	17	5	17	66	0	0	0	0	0	39	39	16	2212	11	4	214	18	695	11	1	13	21	2	0	1	0	0	7	1	5	46
10	3	17	2	16	10	53	0	0	0	0	0	39	39	16	12021	15	5	215	18	696	15	5	13	34	0	1	0	1	0	3	1	3	60
10	20	18	4	11	18	53	0	0	0	0	0	39	39	16	10221	14	7	216	18	697	14	3	15	32	2	2	0	1	0	4	1	1	56
6	25	9	21	10	19	20	0	0	0	0	0	39	39	16	11100	11	3	217	18	698	11	0	13	18	2	0	1	2	0	6	5	4	23
10	17	8	24	11	18	46	0	0	0	0	0	39	39	16	21111	11	3	218	17	101112	11	0	11	16	1	3	0	1	0	4	5	2	30
9	21	14	16	12	11	33	0	0	0	0	0	39	39	16	12100	11	3	219	17	111065	11	2	13	21	2	2	0	2	0	4	2	4	30
6	9	12	11	9	15	73	0	0	0	0	0	39	39	16	22112	13	6	220	17	111138	13	1	14	26	2	2	0	0	0	3	4	1	63
11	18	15	13	9	13	6	0	0	0	0	0	39	39	16	10	13	4	221	18	111139	13	2	11	23	0	1	0	2	0	6	2	3	40
9	8	15	15	8	20	46	0	0	0	0	0	39	39	16	20012	13	6	222	17	111140	11	1	15	23	4	2	0	0	0	6	1	1	46
9	6	18	3	8	5	26	0	0	0	0	0	39	39	16	2001	14	5	223	18	111144	14	4	16	33	3	2	0	1	0	1	2	4	50
12	2	11	27	12	26	40	0	0	0	0	0	39	39	16	12101	11	1	224	18	111651	11	2	16	15	4	2	0	1	0	7	1	5	33
13	16	12	18	9	14	60	0	0	0	0	0	39	39	16	11212	11	3	225	18	111928	11	2	13	21	2	4	0	0	0	3	5	1	40
7	1	13	8	12	12	33	0	0	0	0	0	39	39	16	1120	13	5	226	19	112134	13	2	14	28	2	2	0	2	0	3	5	2	43
7	5	17	5	11	16	53	0	0	0	0	0	39	39	16	20211	13	5	227	18	112606	13	3	15	30	3	1	0	1	0	3	3	3	50
8	7	22	6	10	10	73	0	0	0	0	0	39	39	16	22211	13	6	228	17	112828	13	2	14	28	2	2	0	1	0	3	3	1	56
7	23	8	20	13	18	33	0	0	0	0	0	39	39	16	10012	11	2	229	18	112885	11	1	16	18	4	2	0	0	0	4	6	3	23
19	19	9	25	6	7	53	0	0	0	0	0	39	39	16	1212	11	2	230	16	112893	11	2	14	16	3	5	0	0	0	3	2	2	26
14	12	16	14	8	11	13	0	0	0	0	0	39	39	16	1100	11	4	231	18	112996	13	2	16	23	4	2	0	2	0	5	1	4	46
10	26	6	26	12	20	26	0	0	0	0	0	39	39	16	10111	11	0	232	17	113149	11	3	11	16	1	3	0	1	0	4	3	4	40
7	27	7	23	6	13	20	0	0	0	0	0	39	39	16	20	11	2	233	17	114161	11	2	11	16	1	3	0	2	0	6	2	2	30
10	14	22	7	4	7	40	0	0	0	0	0	39	39	16	12110	13	6	234	18	114162	13	0	11	28	0	0	1	2	0	2	5	5	56
8	4	15	5	11	11	53	0	0	0	0	0	41	41	0	1122	8	4	235	14	298	8	2	0	22	3	2	0	0	0	2	3	1	46
9	2	27	1	12	8	66	0	0	0	0	0	41	41	0	20212	0	7	236	15	417	0	3	0	33	1	1	0	0	0	1	3	0	76
13	6	9	15	10	16	40	0	0	0	0	0	41	41	0	22	5	2	237	14	917	5	1	3	12	3	4	0	0	0	4	2	1	23
9	1	22	2	7	6	33	0	0	0	0	1	41	41	0	2011	10	5	238	14	918	10	2	0	25	2	1	0	1	0	2	2	2	50
11	10	8	16	5	16	20	0	0	0	0	0	41	41	0	1011	5	1	239	14	919	5	0	8	7	4	3	0	1	0	6	1	3	23
5	13	16	10	5	18	53	0	0	0	0	0	41	41	0	11220	3	5	240	14	922	3	0	3	19	1	0	1	2	0	5	2	2	50
8	7	12	11	8	16	26	0	0	0	0	0	41	41	0	10200	3	3	241	14	1456	3	2	8	19	2	1	0	2	0	4	2	2	46
4	9	16	6	6	13	46	0	0	0	0	0	41	41	0	2120	8	6	242	14	1463	8	0	3	22	0	0	1	2	0	4	3	1	56
10	11	10	9	9	12	53	0	0	0	0	0	41	41	0	20121	3	3	243	14	1757	3	3	5	20	0	3	0	1	0	3	0	2	56
6	12	5	12	7	16	13	0	0	0	0	0	41	41	0	1100	3	1	244	15	112199	3	2	3	14	1	2	0	2	0	5	1	4	26
9	14	9	14	8	9	33	0	0	0	0	0	41	41	0	21100	5	1	245	14	112420	5	1	5	12	1	3	0	2	0	3	3	3	23
5	5	10	4	5	10	46	0	0	0	0	0	41	41	0	12020	8	5	246	14	113459	8	2	3	23	0	1	0	2	0	4	1	1	56
9	3	13	7	12	11	53	0	0	0	0	0	41	41	0	22110	3	2	247	14	115261	3	3	10	21	3	1	0	2	0	2	2	4	53
13	8	6	13	9	13	33	0	0	0	0	0	41	41	0	10102	5	0	248	14	115484	5	3	5	13	1	4	0	0	0	3	2	2	30
10	15	16	8	11	19	40	0	0	0	0	0	41	41	0	11102	3	4	249	14	115912	3	2	8	21	2	1	0	0	0	4	1	2	50
6	16	11	3	10	11	60	0	0	0	0	0	41	41	0	11221	10	5	250	14	115961	10	2	3	25	0	1	0	1	0	2	3	1	73
0	4	2	2	2	1	100	0	0	1	1	0	50	50	0	22	10	1	251	2	77	10	1	10	6	1	0	1	0	1	0	0	0	100
0	2	6	4	1	2	50	0	0	0	0	0	50	50	0	2	10	1	252	2	78	10	0	0	3	2	0	1	0	0	1	0	0	50
0	3	3	1	3	2	100	0	0	1	1	0	50	50	0	22	0	1	253	2	81	0	1	10	6	0	0	1	0	1	0	0	0	100
3	8	2	8	1	1	16	0	1	0	0	0	50	50	0	1	3	0	254	2	83	3	0	8	1	2	1	0	1	1	0	1	0	16
0	1	3	5	0	1	50	0	0	0	0	1	50	50	0	20	8	1	255	2	86	8	0	0	3	3	0	1	2	0	1	0	0	50
0	9	1	6	0	2	50	0	0	0	0	0	50	50	0	2	8	1	256	2	181	8	0	5	3	0	0	1	0	0	1	0	0	50
0	10	0	10	0	3	16	0	1	0	0	0	50	50	0	10	5	0	257	2	631	5	0	5	1	1	0	1	2	0	1	0	1	16
1	5	1	7	0	0	33	0	1	1	1	0	50	50	0	11	3	0	258	2	100804	3	0	8	2	2	0	1	1	1	0	1	1	33
2	12	2	11	0	6	16	0	1	0	0	0	50	50	0	10	5	0	259	2	113690	5	0	5	1	1	0	1	2	0	1	0	1	16
1	11	2	3	2	1	100	0	0	1	1	0	50	50	0	22	10	1	260	2	113691	10	1	3	6	0	0	1	0	1	0	0	0	100
2	7	1	9	2	2	16	0	1	0	0	0	50	50	0	10	3	0	261	2	114897	3	0	3	1	1	1	0	2	1	0	1	0	16
2	6	1	12	0	3	0	0	1	0	0	0	50	50	0	0	5	0	262	2	115220	5	0	3	0	3	1	0	2	0	1	0	0	0
0	1	0	10	0	0	0	0	0	0	0	1	53	53	0	0	0	0	263	0	240	3	0	0	0	0	0	0	0	0	0	0	0	0
0	3	0	12	0	0	0	0	0	0	0	0	53	53	0	0	0	0	264	0	241	3	0	0	0	0	0	0	0	0	0	0	0	0
0	2	0	1	4	1	100	0	0	0	1	0	53	53	0	2	0	0	265	1	243	0	1	0	3	1	0	1	0	1	0	0	0	100
0	10	0	9	0	0	0	0	0	0	0	0	53	53	0	0	0	0	266	0	448	3	0	2	0	0	0	0	0	0	0	0	0	0
0	6	0	6	1	1	33	0	1	0	1	0	53	53	0	1	2	0	267	1	449	2	0	2	1	1	0	1	1	1	0	1	0	33
0	8	0	15	0	0	0	0	0	0	0	0	53	53	0	0	0	0	268	0	450	5	0	3	0	0	0	0	0	0	0	0	0	0
0	1	0	8	0	0	33	0	1	0	1	1	53	54	0	1	3	0	269	1	452	3	0	3	1	1	0	1	1	1	0	1	0	33
1	2	1	5	0	0	33	0	1	0	1	0	53	54	0	1	2	0	270	1	453	2	0	4	1	0	0	1	1	1	0	0	1	33
0	5	0	16	0	0	0	0	0	0	0	0	53	53	0	0	0	0	271	0	457	5	0	2	0	0	0	0	0	0	0	0	0	0
0	13	1	2	0	0	100	0	0	0	1	0	53	53	0	2	1	1	272	1	461	1	0	2	3	0	0	1	0	1	0	0	0	100
4	16	1	20	0	0	0	0	1	0	0	0	53	53	0	0	3	0	273	1	463	4	0	4	0	2	1	0	2	1	0	0	0	0
0	17	0	11	0	0	0	0	0	0	0	0	53	53	0	0	0	0	274	0	468	3	0	4	0	0	0	0	0	0	0	0	0	0
0	11	0	7	0	0	33	0	1	0	1	0	53	53	0	1	3	0	275	1	479	3	0	3	1	1	0	1	1	1	0	0	1	33
0	6	0	14	0	0	0	0	0	0	0	0	53	54	0	0	0	0	276	0	480	3	0	4	0	0	0	0	0	0	0	0	0	0
0	4	0	17	0	0	0	0	0	0	0	0	53	53	0	0	0	0	277	0	481	5	0	1	0	0	0	0	0	0	0	0	0	0
0	7	0	18	0	0	0	0	0	0	0	0	53	53	0	0	0	0	278	0	483	4	0	2	0	0	0	0	0	0	0	0	0	0
0	14	0	4	1	1	33	0	1	0	1	0	53	53	0	1	1	0	279	1	1853	1	0	3	1	0	0	1	1	1	0	1	0	33
0	15	0	19	0	1	0	0	1	0	0	0	53	53	0	0	3	0	280	1	1860	4	0	3	0	3	0	1	2	0	1	0	0	0
1	12	1	3	0	0	33	0	1	0	1	0	53	53	0	1	1	0	281	1	1968	1	0	3	1	0	0	1	1	1	0	0	1	33
0	9	0	13	0	0	0	0	0	0	0	0	53	53	0	0	0	0	282	0	110832	3	0	3	0	0	0	0	0	0	0	0	0	0
0	15	0	5	0	0	33	0	1	0	1	0	54	54	6	1	7	0	283	1	244	7	0	8	1	0	0	1	1	1	0	0	1	33
0	14	0	9	0	0	0	0	0	0	0	0	54	54	0	0	0	0	284	0	260	3	0	3	0	0	0	0	0	0	0	0	0	0
0	7	0	16	0	0	0	0	0	0	0	0	54	54	0	0	0	0	285	0	459	5	0	7	0	0	0	0	0	0	0	0	0	0
0	19	0	15	0	0	0	0	0	0	0	0	54	53	0	0	0	0	286	0	462	3	0	6	0	0	0	0	0	0	0	0	0	0
0	20	0	22	0	2	0	0	1	0	0	0	54	53	6	0	3	0	287	1	467	5	0	6	0	4	0	1	2	0	1	0	0	0
0	9	0	18	0	0	0	0	0	0	0	0	54	54	0	0	0	0	288	0	472	5	0	7	0	0	0	0	0	0	0	0	0	0
0	12	0	13	0	0	0	0	0	0	0	0	54	54	0	0	0	0	289	0	573	3	0	7	0	0	0	0	0	0	0	0	0	0
0	4	0	17	0	0	0	0	0	0	0	0	54	54	0	0	0	0	290	0	1861	5	0	6	0	0	0	0	0	0	0	0	0	0
0	8	1	4	0	0	100	0	0	0	1	0	54	54	6	2	7	1	291	1	2023	7	0	8	3	0	0	1	0	1	0	0	0	100
0	22	0	10	0	0	0	0	0	0	0	0	54	54	0	0	0	0	292	0	10846	3	0	5	0	0	0	0	0	0	0	0	0	0
0	17	0	19	0	1	0	0	1	0	0	0	54	54	6	0	8	0	293	1	100831	5	0	3	0	3	0	1	2	0	1	0	0	0
0	16	0	12	0	0	0	0	0	0	0	0	54	54	0	0	0	0	294	0	100851	3	0	3	0	0	0	0	0	0	0	0	0	0
0	3	0	20	0	1	0	0	1	0	0	0	54	54	6	0	8	0	295	1	100888	5	0	6	0	4	0	1	2	0	1	0	0	0
0	5	2	1	0	0	100	0	0	0	1	0	54	54	6	2	6	1	296	1	110062	6	0	6	3	1	0	1	0	1	0	0	0	100
0	11	0	11	0	0	0	0	0	0	0	0	54	54	0	0	0	0	297	0	110065	3	0	3	0	0	0	0	0	0	0	0	0	0
0	10	0	8	0	0	0	0	0	0	0	0	54	54	0	0	0	0	298	0	110069	8	0	3	0	0	0	0	0	0	0	0	0	0
0	19	1	3	0	0	100	0	0	0	1	0	54	54	6	2	7	1	299	1	110711	7	0	5	3	0	0	1	0	1	0	0	0	100
0	13	0	14	0	0	0	0	0	0	0	0	54	54	0	0	0	0	300	0	110827	3	0	3	0	0	0	0	0	0	0	0	0	0
0	18	0	7	0	0	0	0	0	0	0	0	54	54	0	0	0	0	301	0	110831	8	0	5	0	0	0	0	0	0	0	0	0	0
0	18	2	2	0	0	100	0	0	0	1	0	54	53	6	2	6	1	302	1	110839	6	0	6	3	1	0	1	0	1	0	0	0	100
0	20	0	21	0	2	0	0	1	0	0	0	54	54	6	0	3	0	303	1	113356	5	0	5	0	2	0	1	2	0	1	0	0	0
0	21	0	6	0	0	33	0	1	0	1	0	54	54	6	1	7	0	304	1	113981	7	0	5	1	0	0	1	1	1	0	1	0	33
12	5	7	1	4	21	46	0	0	0	0	0	7	56	0	21200	5	3	305	22	112119	5	1	5	19	2	4	0	2	0	7	3	4	40
0	12	0	8	0	0	0	0	0	0	0	0	56	56	0	0	0	0	306	0	607	0	0	0	0	0	0	0	0	0	0	0	0	0
9	13	15	9	7	14	20	0	0	0	0	0	7	56	0	11010	3	5	307	22	111041	3	1	5	23	0	3	0	2	0	8	2	3	30
10	10	10	6	13	21	26	0	0	0	0	0	56	56	0	20100	5	4	308	21	111059	5	2	5	22	1	5	0	2	0	6	3	1	26
10	20	10	20	13	21	26	0	0	0	0	0	7	7	0	20100	5	4	309	21	111393	5	2	5	22	1	5	0	2	0	6	3	1	26
11	9	6	5	6	20	60	0	0	0	0	0	56	56	0	20220	5	1	310	21	111395	5	2	5	16	2	3	0	2	0	8	1	6	36
10	19	10	19	13	21	26	0	0	0	0	0	56	7	0	20100	5	4	311	21	111397	5	2	5	22	1	5	0	2	0	6	3	1	26
12	15	9	11	9	22	6	0	0	0	0	0	351	56	0	1	5	2	312	21	111400	5	1	3	15	3	5	0	1	0	7	3	3	23
12	18	9	18	9	22	6	0	0	0	0	0	351	7	0	1	5	2	313	21	111766	5	1	3	15	3	5	0	1	0	7	3	3	23
12	11	9	7	9	22	6	0	0	0	0	0	56	56	0	1	5	2	314	21	983	5	1	3	15	3	5	0	1	0	7	3	3	23
0	8	0	4	0	0	0	0	0	0	0	0	56	56	0	0	0	0	315	0	112389	0	0	0	0	0	0	0	0	0	0	0	0	0
9	16	15	12	7	14	20	0	0	0	0	0	351	56	0	11010	3	5	316	22	112393	3	1	5	23	0	3	0	2	0	8	2	3	30
10	17	10	17	13	21	26	0	0	0	0	0	351	7	0	20100	5	4	317	21	112985	5	2	5	22	1	5	0	2	0	6	3	1	26
10	6	10	2	13	21	26	0	0	0	0	0	56	56	0	20100	5	4	318	21	112476	5	2	5	22	1	5	0	2	0	6	3	1	26
12	14	7	10	4	21	46	0	0	0	0	0	56	56	0	21200	5	3	319	22	113057	5	1	5	19	2	4	0	2	0	7	3	4	40
12	2	7	14	4	21	46	0	0	0	0	0	7	351	0	21200	5	3	320	22	112390	5	1	5	19	2	4	0	2	0	7	3	4	40
0	1	0	13	0	0	0	0	0	0	0	0	56	351	0	0	0	0	321	0	1473	0	0	0	0	0	0	0	0	0	0	0	0	0
9	7	15	3	7	14	20	0	0	0	0	0	56	56	0	11010	3	5	322	22	111674	3	1	5	23	0	3	0	2	0	8	2	3	30
9	4	15	16	7	14	20	0	0	0	0	0	56	351	0	11010	3	5	323	22	114023	3	1	5	23	0	3	0	2	0	8	2	3	30
11	3	6	15	6	20	60	0	0	0	0	0	56	351	0	20220	5	1	324	21	114604	5	2	5	16	2	3	0	2	0	8	1	6	36
3	3	3	7	0	0	33	0	1	1	1	0	60	61	6	1	8	0	325	1	4	8	0	3	1	1	0	1	1	1	0	0	1	33
0	7	0	17	0	0	33	0	1	1	1	0	60	60	6	1	5	0	326	1	89	5	0	8	1	2	0	1	1	1	0	0	1	33
2	9	2	9	0	0	33	0	1	1	1	0	60	60	6	1	3	0	327	1	94	3	0	6	1	4	0	1	1	1	0	0	1	33
1	4	2	3	0	0	100	0	0	1	1	0	60	60	6	2	7	1	328	1	106	7	0	7	3	1	0	1	0	1	0	0	0	100
1	12	1	13	0	0	33	0	1	1	1	0	60	60	6	1	3	0	329	1	121	3	0	4	1	0	0	1	1	1	0	0	1	33
1	17	0	23	0	0	0	0	1	0	0	0	60	60	6	0	4	0	330	1	127	4	0	4	0	2	1	0	2	1	0	0	0	0
2	14	1	20	0	0	0	0	1	0	0	0	60	60	6	0	5	0	331	1	142	5	0	3	0	3	1	0	2	1	0	0	0	0
0	5	0	15	1	1	33	0	1	1	1	0	60	60	6	1	3	0	332	1	149	3	0	3	1	2	0	1	1	1	0	1	0	33
0	4	0	10	2	2	33	0	1	1	1	0	60	61	6	1	3	0	333	1	357	3	0	4	1	0	0	1	1	1	0	1	0	33
0	8	0	6	1	0	100	0	0	1	1	0	60	60	6	2	7	0	334	1	1790	7	1	8	3	0	0	1	0	1	0	0	0	100
0	23	2	1	0	0	100	0	0	1	1	0	60	14	6	2	6	1	335	1	1797	6	0	7	3	0	0	1	0	1	0	0	0	100
0	13	0	8	3	3	33	0	1	1	1	0	60	60	6	1	8	0	336	1	1798	8	0	3	1	1	0	1	1	1	0	1	0	33
1	10	1	14	0	0	33	0	1	1	1	0	60	60	6	1	3	0	337	1	1802	3	0	3	1	2	0	1	1	1	0	0	1	33
0	24	0	18	0	0	33	0	1	0	1	0	60	14	6	1	5	0	338	1	1807	5	0	6	1	4	0	1	1	1	0	1	0	33
0	20	0	21	1	2	0	0	1	0	0	0	60	60	6	0	4	0	339	1	1917	4	0	3	0	4	0	1	2	0	1	0	0	0
0	18	0	24	0	2	0	0	1	0	0	0	60	60	6	0	4	0	340	1	1929	4	0	4	0	2	0	1	2	0	1	0	0	0
1	22	2	4	0	0	100	0	0	1	1	0	60	14	6	2	7	1	341	1	1933	7	0	7	3	1	0	1	0	1	0	0	0	100
0	1	0	12	1	1	33	0	1	1	1	1	60	61	6	1	3	0	342	1	1936	3	0	4	1	0	0	1	1	1	0	1	0	33
1	2	1	11	0	0	33	0	1	1	1	0	60	61	6	1	3	0	343	1	1944	3	0	4	1	0	0	1	1	1	0	0	1	33
0	6	0	16	1	1	33	0	1	1	1	0	60	60	6	1	3	0	344	1	1951	3	0	7	1	3	0	1	1	1	0	1	0	33
0	16	0	5	1	0	100	0	0	1	1	0	60	60	6	2	7	0	345	1	15015	7	1	4	3	0	0	1	0	1	0	0	0	100
0	11	0	19	1	2	0	0	1	0	0	0	60	60	6	0	5	0	346	1	110313	5	0	3	0	3	0	1	2	0	1	0	0	0
0	19	0	2	2	1	100	0	0	1	1	0	60	60	6	2	6	0	347	1	112259	6	1	4	3	0	0	1	0	1	0	0	0	100
1	15	0	22	0	0	0	0	1	0	0	0	60	60	6	0	4	0	348	1	112260	4	0	3	0	4	1	0	2	1	0	0	0	0
0	9	0	15	0	0	33	0	1	1	1	0	61	61	6	1	3	0	349	1	143	3	0	8	1	2	0	1	1	1	0	0	1	33
0	14	1	8	0	0	100	0	0	1	1	0	61	61	6	2	8	1	350	1	361	8	0	3	3	0	0	1	0	1	0	0	0	100
0	21	0	19	0	1	0	0	1	0	0	0	61	61	6	0	5	0	351	1	381	5	0	5	0	1	0	1	2	0	1	0	0	0
1	6	2	1	3	1	100	0	0	1	1	0	61	61	6	22	6	1	352	2	561	6	1	3	6	0	0	1	0	1	0	0	0	100
0	10	0	13	0	0	33	0	1	1	1	0	61	61	6	1	3	0	353	1	1480	3	0	3	1	1	0	1	1	1	0	0	1	33
3	19	1	24	0	1	0	0	1	0	0	0	61	61	6	0	5	0	354	2	1803	5	0	3	0	3	1	0	2	0	1	0	0	0
0	15	0	12	0	0	33	0	1	1	1	0	61	61	6	1	3	0	355	1	1804	3	0	6	1	4	0	1	1	1	0	1	0	33
1	18	0	21	0	0	0	0	1	0	0	0	61	61	6	0	5	0	356	1	1920	5	0	5	0	1	1	0	2	1	0	0	0	0
0	13	0	22	0	1	0	0	1	0	0	0	61	61	6	0	5	0	357	1	1928	5	0	7	0	4	0	1	2	0	1	0	0	0
0	22	1	7	0	0	100	0	0	1	1	0	61	60	6	2	7	1	358	1	1930	7	0	7	3	1	0	1	0	1	0	0	0	100
0	23	0	2	3	1	100	0	0	1	1	0	61	60	6	2	6	0	359	1	1934	6	1	5	3	0	0	1	0	1	0	0	0	100
0	20	0	14	0	0	33	0	1	1	1	0	61	61	6	1	3	0	360	1	1935	3	0	3	1	1	0	1	1	1	0	1	0	33
1	16	2	4	0	0	100	0	0	1	1	0	61	61	6	2	7	1	361	1	1940	7	0	7	3	1	0	1	0	1	0	0	0	100
0	24	1	5	0	0	100	0	0	1	1	0	61	61	6	2	7	1	362	1	1941	7	0	5	3	0	0	1	0	1	0	0	0	100
3	22	1	23	0	0	0	0	1	0	0	0	61	61	6	0	5	0	363	1	1949	5	0	5	0	2	1	0	2	1	0	0	0	0
0	21	0	16	2	3	0	0	1	0	0	0	61	60	6	0	3	0	364	1	1955	3	0	3	0	1	0	1	2	0	1	0	0	0
0	11	0	10	1	1	33	0	1	1	1	0	61	61	6	1	3	0	365	1	1958	3	0	3	1	1	0	1	1	1	0	1	0	33
0	24	0	17	1	2	0	0	1	0	0	0	61	60	6	0	5	0	366	1	1962	5	0	6	0	4	0	1	2	0	1	0	0	0
0	7	1	9	0	0	100	0	0	1	1	0	61	61	6	2	8	1	367	1	15048	8	0	8	3	1	0	1	0	1	0	0	0	100
0	23	0	18	1	2	0	0	1	0	0	0	61	61	6	0	5	0	368	1	110799	5	0	5	0	1	0	1	2	0	1	0	0	0
0	12	0	20	0	1	0	0	1	0	0	0	61	61	6	0	5	0	369	1	110890	5	0	5	0	1	0	1	2	0	1	0	0	0
2	17	3	3	0	0	100	0	0	1	1	0	61	61	6	2	6	1	370	1	112222	6	0	5	3	0	0	1	0	1	0	0	0	100
0	5	0	6	1	0	100	0	0	1	1	0	61	61	6	2	7	0	371	1	112254	7	1	7	3	1	0	1	0	1	0	0	0	100
1	8	1	11	0	0	33	0	1	1	1	0	61	61	6	1	3	0	372	1	113926	3	0	6	1	4	0	1	1	1	0	0	1	33
7	4	14	3	13	8	46	0	0	0	0	0	65	65	0	12200	10	4	373	21	563	10	7	8	38	0	3	0	2	0	2	2	3	53
21	5	7	8	11	19	80	0	0	0	0	0	65	65	0	2222	5	3	374	23	753	5	5	3	25	2	7	0	0	0	7	0	1	63
16	3	12	7	14	15	60	0	0	0	0	0	65	65	0	22020	3	4	375	21	837	3	3	0	27	4	5	0	2	0	3	4	2	53
13	8	7	9	11	18	26	0	0	0	0	0	65	65	0	10002	5	2	376	22	111131	5	4	5	23	1	6	0	0	0	5	3	2	26
19	10	7	10	8	19	13	0	0	0	0	0	65	65	0	1100	4	1	377	23	113688	4	0	5	11	2	8	0	2	0	6	5	3	13
12	9	16	6	19	18	26	0	0	0	0	0	65	65	0	21000	3	4	378	23	113689	3	4	5	30	0	4	0	2	0	5	3	3	26
12	2	26	4	8	12	46	0	0	0	0	0	65	65	0	20210	8	6	379	21	115221	8	3	10	31	2	3	0	2	0	5	2	2	56
10	1	20	1	18	8	86	0	0	0	0	1	65	65	0	12222	0	7	380	22	115237	0	7	0	47	1	1	0	0	0	2	1	4	66
7	6	20	2	20	17	60	0	0	0	0	0	65	65	0	2202	10	9	381	23	115238	10	4	3	44	0	2	0	0	0	3	5	0	63
17	7	16	5	12	11	60	0	0	0	0	0	65	65	0	20022	3	2	382	23	115239	3	6	3	31	1	4	0	0	0	4	1	6	56
3	10	2	14	0	2	33	0	0	0	0	0	66	66	0	2	5	1	383	3	420	5	0	3	3	2	1	0	0	0	1	0	0	33
0	11	2	1	6	2	83	0	0	1	1	0	66	66	0	1222	0	1	384	4	873	0	2	0	10	1	0	1	0	1	0	0	1	83
0	12	1	13	0	2	33	0	0	0	0	0	66	66	0	2	5	1	385	3	1569	5	0	3	3	2	0	1	0	0	2	0	0	33
0	1	1	12	1	3	50	0	0	0	0	1	66	66	0	20	3	1	386	2	1871	3	0	0	3	4	0	1	2	0	1	0	0	50
2	13	4	8	2	2	44	0	0	0	0	0	66	66	0	210	3	1	387	3	1873	3	0	3	4	1	1	0	2	1	0	1	0	44
1	9	5	2	0	0	77	0	0	1	1	0	66	66	0	122	10	2	388	3	110745	10	0	8	7	0	0	1	0	1	0	0	1	77
0	3	3	3	1	1	77	0	0	0	1	0	66	66	0	212	10	2	389	3	110746	10	0	8	7	0	0	1	0	1	0	1	0	77
2	14	1	16	1	3	11	0	1	0	0	0	66	66	0	100	4	0	390	3	110747	4	0	8	1	4	1	0	2	0	1	1	0	11
1	8	3	11	0	3	50	0	0	0	0	0	66	66	0	2	3	1	391	2	110749	3	0	8	3	2	0	1	0	0	1	0	0	50
3	6	2	10	2	1	33	0	0	0	0	0	66	66	0	20	3	0	392	3	111086	3	1	8	3	2	1	0	2	0	1	0	0	33
0	7	1	7	2	2	55	0	0	1	1	0	66	66	0	121	3	1	393	3	111091	3	0	8	5	2	0	1	1	1	0	2	0	55
3	4	3	6	2	1	55	0	0	0	1	0	66	66	0	121	8	0	394	3	111092	8	1	8	5	1	0	1	1	1	0	0	2	55
1	5	1	5	6	2	55	0	0	1	1	0	66	66	0	112	8	0	395	3	112511	8	1	5	5	0	0	1	0	1	0	1	1	55
5	18	1	18	1	3	11	0	1	0	0	0	66	66	0	100	4	0	396	3	113683	4	0	5	1	2	1	0	2	0	1	0	1	11
6	17	4	15	0	1	16	0	1	0	0	0	66	66	0	1100	5	0	397	4	113684	5	0	3	2	2	1	0	2	0	1	0	2	16
