leaguegoals	isamongtopscorers	yellows	isamongtopscorersinteam	jerseynumber	position	artificialkey	teamid	leaguegoalsprevmatch	injury	leagueappearances	istopscorer	leaguegoalsprevthreematches	playerid	form	reds
0	0	0	0	48	29	9269	1880	0	0	0	0	0	263807	3	0
0	0	0	0	52	29	9270	1880	0	0	0	0	0	263826	3	0
0	0	0	0	53	29	9271	1880	0	0	0	0	0	263836	3	0
0	0	0	0	50	29	9272	1880	0	0	0	0	0	263965	3	0
0	0	0	0	10	28	9273	1881	0	0	0	0	0	190972	3	0
0	0	0	0	1	0	9274	1881	0	0	0	0	0	156433	3	0
0	0	0	0	18	28	9275	1881	0	0	0	0	0	157515	3	0
0	0	0	0	20	28	9276	1881	0	0	0	0	0	187363	3	0
0	0	0	0	22	29	9277	1881	0	0	0	0	0	202827	3	0
0	0	0	0	13	29	9278	1881	0	0	0	0	0	210113	3	0
0	0	0	0	25	28	9279	1881	0	0	0	0	0	211074	3	0
0	0	0	0	23	4	9280	1881	0	0	0	0	0	214659	3	0
2	0	0	1	9	24	9281	1881	0	0	0	0	2	220287	3	0
0	0	0	0	17	28	9282	1881	0	0	0	0	0	222645	3	0
1	0	0	1	7	16	9283	1881	0	0	0	0	0	226580	3	0
0	0	0	0	19	13	9284	1881	0	0	0	0	0	227602	3	0
0	0	0	0	2	3	9285	1881	0	0	0	0	0	230829	3	0
0	0	0	0	12	29	9286	1881	0	0	0	0	0	243020	3	0
0	0	0	0	11	28	9287	1881	0	0	0	0	0	244560	3	0
0	0	0	0	16	7	9288	1881	0	0	0	0	0	254594	3	0
0	0	0	0	48	29	9289	1881	0	0	0	0	0	255092	3	0
0	0	0	0	89	28	9290	1881	0	0	0	0	0	255115	3	0
0	0	0	0	14	29	9291	1881	0	0	0	0	0	257511	3	0
0	0	0	0	27	28	9292	1881	0	0	0	0	0	257512	3	0
0	0	0	0	47	6	9293	1881	0	0	0	0	0	257516	3	0
0	0	0	0	6	15	9294	1881	0	0	0	0	0	257784	3	0
0	0	0	0	96	28	9295	1881	0	0	0	0	0	260425	3	0
0	0	0	0	8	29	9296	1881	0	0	0	0	0	262376	3	0
0	0	0	0	15	28	9297	1881	0	0	0	0	0	263667	3	0
0	0	0	0	64	29	9298	1881	0	0	0	0	0	264592	4	0
0	0	0	0	49	28	9299	1881	0	0	0	0	0	264593	3	0
2	0	0	1	24	26	9300	1881	1	0	0	0	1	259962	3	0
0	0	0	0	99	12	9301	1881	0	0	0	0	0	146530	2	0
4	1	0	1	14	23	9302	1882	0	0	0	0	1	152916	4	0
0	0	0	0	3	28	9303	1882	0	0	0	0	0	167524	3	0
0	0	0	0	13	28	9304	1882	0	0	0	0	0	187208	3	0
0	0	0	0	29	28	9305	1882	0	0	0	0	0	188607	3	0
0	0	0	0	15	28	9306	1882	0	0	0	0	0	190636	3	0
0	0	0	0	1	29	9307	1882	0	0	0	0	0	209307	3	0
0	0	0	0	35	15	9308	1882	0	0	0	0	0	209610	3	0
0	0	0	0	99	29	9309	1882	0	0	0	0	0	210123	3	0
0	0	0	0	4	0	9310	1882	0	0	0	0	0	211033	3	0
2	0	0	1	2	3	9311	1882	0	0	0	0	0	213446	3	0
0	0	0	0	20	13	9312	1882	0	0	0	0	0	214302	2	0
3	0	0	1	25	27	9313	1882	0	0	0	0	1	227591	3	0
2	0	0	1	19	25	9314	1882	1	0	0	0	1	230830	3	0
0	0	0	0	6	4	9315	1882	0	0	0	0	0	233292	3	0
1	0	0	1	18	28	9316	1882	0	0	0	0	0	244628	3	0
0	0	0	0	8	18	9317	1882	0	0	0	0	0	244932	3	0
0	0	0	0	22	28	9318	1882	0	0	0	0	0	245725	3	0
0	0	0	0	16	28	9319	1882	0	0	0	0	0	246090	3	0
1	0	0	1	23	6	9320	1882	0	0	0	0	0	252454	4	0
0	0	0	0	28	28	9321	1882	0	0	0	0	0	255384	4	0
0	0	0	0	89	29	9322	1882	0	0	0	0	0	256321	3	0
0	0	0	0	12	28	9323	1882	0	0	0	0	0	257425	3	0
0	0	0	0	30	29	9324	1882	0	0	0	0	0	257427	3	0
0	0	0	0	26	29	9325	1882	0	0	0	0	0	258447	3	0
0	0	0	0	90	29	9326	1882	0	0	0	0	0	259341	3	0
0	0	0	0	94	7	9327	1882	0	0	0	0	0	260378	3	0
0	0	0	0	24	29	9328	1882	0	0	0	0	0	263607	3	0
0	0	0	0	44	29	9329	1884	0	0	0	0	0	271253	3	0
0	0	0	0	88	13	9330	1884	0	0	0	0	0	184999	3	0
0	0	0	0	9	25	9331	1884	0	0	0	0	0	186140	3	0
0	0	0	0	17	10	9332	1884	0	0	0	0	0	190156	3	0
0	0	0	0	23	29	9333	1884	0	0	0	0	0	192938	3	0
0	0	0	0	5	6	9334	1884	0	0	0	0	0	198177	3	0
0	0	0	0	4	4	9335	1884	0	0	0	0	0	199738	3	0
0	0	0	0	3	7	9336	1884	0	0	0	0	0	201509	3	0
0	0	0	0	8	28	9337	1884	0	0	0	0	0	204102	3	0
0	0	0	0	1	0	9338	1884	0	0	0	0	0	207683	3	0
0	0	0	0	21	29	9339	1884	0	0	0	0	0	208260	3	0
0	0	0	0	91	28	9340	1884	0	0	0	0	0	210358	3	0
0	0	0	0	34	29	9341	1884	0	0	0	0	0	212715	3	0
0	0	0	0	19	15	9342	1884	0	0	0	0	0	214973	3	0
0	0	0	0	14	28	9343	1884	0	0	0	0	0	218621	3	0
0	0	0	0	12	28	9344	1884	0	0	0	0	0	225768	3	0
0	0	0	0	22	28	9345	1884	0	0	0	0	0	231433	3	0
0	0	0	0	16	29	9346	1884	0	0	0	0	0	235670	3	0
0	0	0	0	45	28	9347	1884	0	0	0	0	0	236458	3	0
0	0	0	0	11	23	9348	1884	0	0	0	0	0	236696	3	0
0	0	0	0	10	29	9349	1884	0	0	0	0	0	239212	3	0
0	0	0	0	18	29	9350	1884	0	0	0	0	0	240561	3	0
0	0	0	0	38	29	9351	1884	0	0	0	0	0	245393	3	0
0	0	0	0	6	28	9352	1884	0	0	0	0	0	252567	3	0
0	0	0	0	68	29	9353	1884	0	0	0	0	0	255633	3	0
0	0	0	0	37	29	9354	1884	0	0	0	0	0	255635	3	0
0	0	0	0	20	29	9355	1884	0	0	0	0	0	255636	3	0
0	0	0	0	27	29	9356	1884	0	0	0	0	0	258015	3	0
0	0	0	0	33	3	9357	1884	0	0	0	0	0	262815	3	0
0	0	0	0	7	29	9358	1884	0	0	0	0	0	225997	3	0
0	0	0	0	2	27	9359	1884	0	0	0	0	0	205525	3	0
0	0	0	0	22	28	9360	1886	0	0	0	0	0	184585	3	0
8	0	0	1	9	26	9361	1886	0	0	0	0	0	184789	3	0
0	0	0	0	1	0	9362	1886	0	0	0	0	0	185122	3	0
0	0	0	0	7	12	9363	1886	0	0	0	0	0	188537	3	0
2	0	0	1	3	28	9364	1886	0	0	0	0	0	239952	3	0
3	0	0	1	24	28	9365	1886	0	0	0	0	0	239377	3	0
0	0	0	0	5	16	9366	1886	0	0	0	0	0	201707	3	0
0	0	0	0	6	5	9367	1886	0	0	0	0	0	204638	3	0
1	0	0	1	16	28	9368	1886	0	0	0	0	0	238536	3	0
0	0	0	0	2	28	9369	1886	0	0	0	0	0	223207	3	0
0	0	0	0	19	28	9370	1886	0	0	0	0	0	258590	3	0
0	0	0	0	21	4	9371	1886	0	0	0	0	0	230718	3	0
0	0	0	0	8	15	9372	1886	0	0	0	0	0	230936	3	0
1	0	0	1	15	10	9373	1886	0	0	0	0	0	231493	3	0
0	0	0	0	17	28	9374	1886	0	0	0	0	0	194945	3	0
0	0	0	0	20	24	9375	1886	0	0	0	0	0	234171	3	0
0	0	0	0	10	13	9376	1886	0	0	0	0	0	236772	3	0
0	0	0	0	18	28	9377	1886	0	0	0	0	0	253077	3	0
0	0	0	0	23	28	9378	1886	0	0	0	0	0	201549	3	0
0	0	0	0	14	28	9379	1886	0	0	0	0	0	210129	3	0
0	0	0	0	4	6	9380	1886	0	0	0	0	0	253170	3	0
0	0	0	0	12	28	9381	1886	0	0	0	0	0	221610	3	0
0	0	0	0	13	28	9382	1886	0	0	0	0	0	232148	3	0
0	0	0	0	20	28	9383	1887	0	0	0	0	0	238505	3	0
0	0	0	0	7	23	9384	1887	0	0	0	0	0	20775	3	0
0	0	0	0	28	3	9385	1887	0	0	0	0	0	189530	3	0
1	0	0	1	11	15	9386	1887	0	0	0	0	1	199626	3	0
0	0	0	0	90	28	9387	1887	0	0	0	0	0	209984	3	0
0	0	0	0	88	13	9388	1887	0	0	0	0	0	212474	3	0
0	0	0	0	5	7	9389	1887	0	0	0	0	0	218936	3	0
0	0	0	0	14	28	9390	1887	0	0	0	0	0	219754	3	0
0	0	0	0	16	27	9391	1887	0	0	0	0	0	222461	3	0
0	0	0	0	8	28	9392	1887	0	0	0	0	0	225363	3	0
0	0	0	0	12	28	9393	1887	0	0	0	0	0	225402	3	0
1	0	0	1	19	25	9394	1887	0	0	0	0	1	228761	3	0
0	0	0	0	15	29	9395	1887	0	0	0	0	0	228810	3	0
0	0	0	0	92	29	9396	1887	0	0	0	0	0	230860	3	0
0	0	0	0	98	28	9397	1887	0	0	0	0	0	231266	3	0
0	0	0	0	6	28	9398	1887	0	0	0	0	0	235662	3	0
0	0	0	0	30	29	9399	114841	0	0	0	0	0	239641	1	0
0	0	0	0	68	29	9400	1887	0	0	0	0	0	240882	3	0
0	0	0	0	44	6	9401	1887	0	0	0	0	0	242359	3	0
0	0	0	0	4	4	9402	1887	0	0	0	0	0	244377	1	0
0	0	0	0	23	28	9403	1887	0	0	0	0	0	252577	3	0
0	0	0	0	9	28	9404	1887	0	0	0	0	0	252830	3	0
0	0	0	0	29	0	9405	1887	0	0	0	0	0	257827	5	0
0	0	0	0	13	28	9406	1887	0	0	0	0	0	260121	3	0
0	0	0	0	91	29	9407	1887	0	0	0	0	0	261689	3	0
0	0	0	0	76	10	9408	1887	0	0	0	0	0	263059	3	0
0	0	0	0	22	29	9409	1887	0	0	0	0	0	263634	3	0
0	0	0	0	79	28	9410	1887	0	0	0	0	0	263659	3	0
0	0	0	0	61	28	9411	1887	0	0	0	0	0	264351	3	0
0	0	0	0	26	6	9412	1888	0	0	0	0	0	18115	3	0
0	0	0	0	6	28	9413	1888	0	0	0	0	0	220693	3	0
0	0	0	0	77	28	9414	1888	0	0	0	0	0	225696	3	0
0	0	0	0	19	29	9415	1888	0	0	0	0	0	226832	3	0
0	0	0	0	5	3	9416	1888	0	0	0	0	0	229890	3	0
0	0	0	0	15	28	9417	1888	0	0	0	0	0	232090	3	0
0	0	0	0	31	7	9418	1888	0	0	0	0	0	234935	3	0
0	0	0	0	8	15	9419	1888	0	0	0	0	0	235210	3	0
0	0	0	0	11	27	9420	1888	0	0	0	0	0	237198	3	0
0	0	0	0	64	28	9421	1888	0	0	0	0	0	239074	3	0
0	0	0	0	7	23	9422	1888	0	0	0	0	0	240943	3	0
0	0	0	0	65	28	9423	1888	0	0	0	0	0	240951	3	0
0	0	0	0	3	29	9424	112472	0	0	0	0	0	241829	3	0
0	0	0	0	20	29	9425	1888	0	0	0	0	0	245334	3	0
4	1	0	1	9	25	9426	1888	2	0	0	1	2	247138	5	0
0	0	0	0	12	0	9427	1888	0	0	0	0	0	251449	2	0
0	0	0	0	55	28	9428	1888	0	0	0	0	0	251450	2	0
0	0	0	0	21	10	9429	1888	0	0	0	0	0	255471	2	0
0	0	0	0	10	13	9430	1888	0	0	0	0	0	257899	3	0
0	0	0	0	63	28	9431	1888	0	0	0	0	0	258497	3	0
0	0	0	0	2	28	9432	1888	0	0	0	0	0	258786	3	0
0	0	0	0	4	4	9433	1888	0	0	0	0	0	259018	2	0
0	0	0	0	42	28	9434	1888	0	0	0	0	0	263673	3	0
0	0	0	0	27	28	9435	1888	0	0	0	0	0	263991	3	0
0	0	0	0	99	28	9436	1888	0	0	0	0	0	264307	3	0
0	0	0	0	85	28	9437	1889	0	0	0	0	0	190782	3	0
0	0	0	0	32	4	9438	1889	0	0	0	0	0	199051	3	0
0	0	0	0	29	28	9439	1889	0	0	0	0	0	208005	3	0
0	0	0	0	17	2	9440	1889	0	0	0	0	0	223297	3	0
0	0	0	0	7	16	9441	1889	0	0	0	0	0	224538	3	0
0	0	0	0	21	5	9442	1889	0	0	0	0	0	231688	3	0
0	0	0	0	38	28	9443	1889	0	0	0	0	0	239902	3	0
1	0	0	1	27	8	9444	1889	0	0	0	0	1	241765	3	0
0	0	0	0	33	13	9445	1889	0	0	0	0	0	241946	3	0
0	0	0	0	64	28	9446	1889	0	0	0	0	0	243055	3	0
0	0	0	0	91	29	9447	1889	0	0	0	0	0	244600	3	0
0	0	0	0	2	28	9448	1889	0	0	0	0	0	246974	3	0
0	0	0	0	11	28	9449	1889	0	0	0	0	0	250962	3	0
0	0	0	0	44	28	9450	1889	0	0	0	0	0	251534	3	0
0	0	0	0	4	6	9451	1889	0	0	0	0	0	253378	4	0
0	0	0	0	92	29	9452	1889	0	0	0	0	0	253380	3	0
0	0	0	0	5	28	9453	1889	0	0	0	0	0	254258	3	0
0	0	0	0	49	29	9454	1889	0	0	0	0	0	255114	3	0
0	0	0	0	12	28	9455	1889	0	0	0	0	0	255290	3	0
0	0	0	0	14	28	9456	1889	0	0	0	0	0	255524	3	0
0	0	0	0	8	28	9457	1889	0	0	0	0	0	257293	3	0
0	0	0	0	10	15	9458	1889	0	0	0	0	0	258698	3	0
0	0	0	0	19	12	9459	1889	0	0	0	0	0	258917	3	0
0	0	0	0	16	29	9460	1889	0	0	0	0	0	261777	3	0
0	0	0	0	1	0	9461	1889	0	0	0	0	0	263232	4	0
1	0	0	1	18	25	9462	1889	0	0	0	0	0	263366	3	0
0	0	0	0	93	28	9463	1889	0	0	0	0	0	263643	3	0
0	0	0	0	13	29	9464	1889	0	0	0	0	0	263645	3	0
0	0	0	0	15	29	9465	1889	0	0	0	0	0	263973	3	0
0	0	0	0	25	29	9466	1889	0	0	0	0	0	264463	3	0
0	0	0	0	22	13	9467	1892	0	0	0	0	0	148403	2	0
0	0	0	0	5	7	9468	1892	0	0	0	0	0	178424	4	0
0	0	0	0	1	28	9469	1892	0	0	0	0	0	212406	3	0
1	0	0	1	15	27	9470	1892	0	0	0	0	1	214313	3	0
0	0	0	0	10	28	9471	1892	0	0	0	0	0	215557	3	0
0	0	0	0	32	28	9472	1892	0	0	0	0	0	216815	3	0
1	0	0	1	99	25	9473	1892	0	0	0	0	1	220735	3	0
0	0	0	0	27	28	9474	1892	0	0	0	0	0	229147	3	0
0	0	0	0	2	6	9475	1892	0	0	0	0	0	229496	3	0
0	0	0	0	29	3	9476	1892	0	0	0	0	0	238507	3	0
0	0	0	0	7	23	9477	1892	0	0	0	0	0	239446	3	0
0	0	0	0	81	28	9478	1892	0	0	0	0	0	239915	3	0
0	0	0	0	80	29	9479	1892	0	0	0	0	0	243469	3	0
0	0	0	0	13	0	9480	1892	0	0	0	0	0	244020	4	0
0	0	0	0	24	10	9481	1892	0	0	0	0	0	248831	3	0
0	0	0	0	9	28	9482	1892	0	0	0	0	0	248833	3	0
0	0	0	0	21	28	9483	1892	0	0	0	0	0	251232	3	0
1	0	0	1	77	15	9484	1892	0	0	0	0	0	251438	3	0
0	0	0	0	26	28	9485	1892	0	0	0	0	0	251669	3	0
0	0	0	0	6	4	9486	1892	0	0	0	0	0	251681	3	0
0	0	0	0	16	28	9487	1892	0	0	0	0	0	252470	3	0
0	0	0	0	8	28	9488	1892	0	0	0	0	0	252471	3	0
0	0	0	0	45	28	9489	1892	0	0	0	0	0	252827	3	0
0	0	0	0	25	29	9490	1892	0	0	0	0	0	257492	3	0
0	0	0	0	20	29	9491	1892	0	0	0	0	0	258450	3	0
0	0	0	0	3	29	9492	1892	0	0	0	0	0	258642	3	0
0	0	0	0	98	28	9493	1892	0	0	0	0	0	262295	3	0
0	0	0	0	30	29	9494	1893	0	0	0	0	0	259405	3	0
0	0	0	0	48	28	9495	1893	0	0	0	0	0	193107	3	0
0	0	0	0	12	28	9496	1893	0	0	0	0	0	194956	3	0
0	0	0	0	10	15	9497	1893	0	0	0	0	0	208523	3	0
0	0	0	0	27	28	9498	1893	0	0	0	0	0	212693	3	0
1	0	0	1	2	2	9499	1893	0	0	0	0	1	216580	2	0
0	0	0	0	5	4	9500	1893	0	0	0	0	0	217235	3	0
0	0	0	0	24	28	9501	1893	0	0	0	0	0	218614	3	0
0	0	0	0	21	5	9502	1893	0	0	0	0	0	225106	3	0
0	0	0	0	95	28	9503	1893	0	0	0	0	0	225456	3	0
0	0	0	0	1	0	9504	1893	0	0	0	0	0	231545	2	0
0	0	0	0	94	8	9505	1893	0	0	0	0	0	232388	3	0
0	0	0	0	45	28	9506	1893	0	0	0	0	0	234164	3	0
0	0	0	0	8	28	9507	1893	0	0	0	0	0	235955	3	0
1	0	0	1	17	18	9508	1893	0	0	0	0	1	237670	2	0
1	0	0	1	7	26	9509	1893	0	0	0	0	0	243401	3	0
0	0	0	0	16	13	9510	1893	0	0	0	0	0	243918	3	0
0	0	0	0	23	29	9511	1893	0	0	0	0	0	246834	3	0
0	0	0	0	60	29	9512	1893	0	0	0	0	0	246866	3	0
0	0	0	0	11	28	9513	1893	0	0	0	0	0	256883	3	0
0	0	0	0	20	29	9514	1893	0	0	0	0	0	256893	3	0
0	0	0	0	3	29	9515	1893	0	0	0	0	0	258919	3	0
2	0	0	1	9	24	9516	1893	1	0	0	0	1	259094	3	0
0	0	0	0	66	6	9517	1893	0	0	0	0	0	259771	3	0
0	0	0	0	4	28	9518	1893	0	0	0	0	0	262429	3	0
0	0	0	0	93	28	9519	1893	0	0	0	0	0	262932	3	0
0	0	0	0	40	29	9520	1893	0	0	0	0	0	263072	3	0
0	0	0	0	96	28	9521	1893	0	0	0	0	0	263234	3	0
0	0	0	0	88	29	9522	1893	0	0	0	0	0	264308	3	0
0	0	0	0	18	28	9523	1893	0	0	0	0	0	257566	3	0
0	0	0	0	31	29	9524	1893	0	0	0	0	0	278348	3	0
0	0	0	0	20	13	9525	1896	0	0	0	0	0	237995	3	0
0	0	0	0	6	29	9526	1896	0	0	0	0	0	163083	3	0
0	0	0	0	88	28	9527	1896	0	0	0	0	0	184133	3	0
0	0	0	0	1	0	9528	1896	0	0	0	0	0	208104	5	0
0	0	0	0	15	4	9529	1896	0	0	0	0	0	210679	4	0
1	0	0	1	45	28	9530	1896	0	0	0	0	1	212230	3	0
2	0	0	1	21	22	9531	1896	0	0	0	0	1	213516	3	0
0	0	0	0	5	5	9532	1896	0	0	0	0	0	217546	3	0
1	0	0	1	26	20	9533	1896	0	0	0	0	1	224394	3	0
0	0	0	0	10	28	9534	1896	0	0	0	0	0	226370	3	0
0	0	0	0	30	28	9535	1896	0	0	0	0	0	234226	3	0
0	0	0	0	4	28	9536	1896	0	0	0	0	0	234575	3	0
0	0	0	0	25	15	9537	115530	0	0	0	0	0	235782	3	0
0	0	0	0	19	28	9538	1896	0	0	0	0	0	235970	3	0
1	0	0	1	9	25	9539	1896	0	0	0	0	0	239250	3	0
0	0	0	0	12	28	9540	1896	0	0	0	0	0	241976	3	0
0	0	0	0	3	6	9541	1896	0	0	0	0	0	246098	3	0
0	0	0	0	74	16	9542	1896	0	0	0	0	0	251615	3	0
0	0	0	0	16	28	9543	1896	0	0	0	0	0	251616	3	0
0	0	0	0	8	15	9544	1896	0	0	0	0	0	252308	3	0
0	0	0	0	17	29	9545	1896	0	0	0	0	0	255391	3	0
0	0	0	0	70	12	9546	1896	0	0	0	0	0	257162	3	0
0	0	0	0	91	28	9547	1896	0	0	0	0	0	258936	3	0
0	0	0	0	2	28	9548	1896	0	0	0	0	0	259075	3	0
0	0	0	0	57	29	9549	1896	0	0	0	0	0	259170	3	0
0	0	0	0	86	29	9550	1896	0	0	0	0	0	260167	3	0
0	0	0	0	42	29	9551	1896	0	0	0	0	0	262268	3	0
0	0	0	0	99	28	9552	1896	0	0	0	0	0	263829	3	0
0	0	0	0	67	29	9553	1896	0	0	0	0	0	264418	3	0
0	0	0	0	7	29	9554	1896	0	0	0	0	0	271357	3	0
0	0	0	0	12	29	9555	1898	0	0	0	0	0	206262	3	0
0	0	0	0	26	28	9556	1898	0	0	0	0	0	271212	3	0
1	0	0	1	6	4	9557	1898	0	0	0	0	0	161754	3	0
0	0	0	0	1	0	9558	1898	0	0	0	0	0	178571	3	0
0	0	0	0	4	28	9559	1898	0	0	0	0	0	205185	3	0
0	0	0	0	7	27	9560	1898	0	0	0	0	0	213694	2	0
0	0	0	0	24	15	9561	1898	0	0	0	0	0	214606	3	0
0	0	0	0	20	28	9562	1898	0	0	0	0	0	215665	3	0
0	0	0	0	3	29	9563	1898	0	0	0	0	0	220191	3	0
0	0	0	0	42	13	9564	1898	0	0	0	0	0	235570	3	0
0	0	0	0	2	2	9565	1898	0	0	0	0	0	237000	3	0
1	0	0	1	11	28	9566	1898	0	0	0	0	0	239303	3	0
0	0	0	0	98	28	9567	1898	0	0	0	0	0	241790	3	0
0	0	0	0	14	28	9568	1898	0	0	0	0	0	242390	3	0
1	0	0	1	9	25	9569	1898	1	0	0	0	1	244797	4	0
0	0	0	0	18	28	9570	1898	0	0	0	0	0	246192	3	0
0	0	0	0	99	28	9571	1898	0	0	0	0	0	251995	3	0
0	0	0	0	10	28	9572	1898	0	0	0	0	0	252310	3	0
0	0	0	0	28	6	9573	1898	0	0	0	0	0	253276	3	0
1	0	0	1	27	29	9574	1898	0	0	0	0	0	253919	3	0
0	0	0	0	77	23	9575	1898	0	0	0	0	0	257159	3	0
1	0	0	1	25	8	9576	1898	0	0	0	0	1	257234	2	0
0	0	0	0	73	28	9577	1898	0	0	0	0	0	259054	3	0
0	0	0	0	21	5	9578	1898	0	0	0	0	0	260740	3	0
0	0	0	0	97	28	9579	1898	0	0	0	0	0	260744	3	0
0	0	0	0	79	28	9580	1898	0	0	0	0	0	263810	3	0
1	0	0	1	22	29	9581	1898	0	0	0	0	1	248811	3	0
0	0	0	0	34	29	9582	1900	0	0	0	0	0	4542	3	0
0	0	0	0	18	29	9583	1900	0	0	0	0	0	4644	3	0
0	0	0	0	6	15	9584	1900	0	0	0	0	0	184606	2	0
1	0	0	1	19	28	9585	1900	0	0	0	0	1	192528	3	0
2	0	0	1	99	26	9586	1900	1	0	0	0	1	200984	3	0
1	0	0	1	77	16	9587	1900	0	0	0	0	1	211014	2	0
0	0	0	0	36	28	9588	1900	0	0	0	0	0	213646	3	0
1	0	0	1	11	24	9589	1900	0	0	0	0	0	234627	2	0
0	0	0	0	91	28	9590	1900	0	0	0	0	0	234635	3	0
0	0	0	0	3	4	9591	1900	0	0	0	0	0	235002	3	0
0	0	0	0	4	3	9592	1900	0	0	0	0	0	236505	3	0
0	0	0	0	7	12	9593	1900	0	0	0	0	0	236630	3	0
0	0	0	0	28	6	9594	1900	0	0	0	0	0	239872	3	0
3	1	0	1	9	28	9595	1900	1	0	0	0	2	246093	3	0
0	0	0	0	8	28	9596	1900	0	0	0	0	0	247288	3	0
0	0	0	0	14	0	9597	1900	0	0	0	0	0	251503	3	0
0	0	0	0	16	28	9598	1900	0	0	0	0	0	251504	3	0
0	0	0	0	66	29	9599	1900	0	0	0	0	0	252080	3	0
0	0	0	0	21	13	9600	1900	0	0	0	0	0	252139	2	0
0	0	0	0	81	29	9601	1900	0	0	0	0	0	256044	3	0
0	0	0	0	13	28	9602	1900	0	0	0	0	0	257265	3	0
0	0	0	0	82	28	9603	1900	0	0	0	0	0	258328	3	0
0	0	0	0	29	29	9604	115530	0	0	0	0	0	258386	3	0
0	0	0	0	88	28	9605	1900	0	0	0	0	0	258596	2	0
0	0	0	0	33	29	9606	1900	0	0	0	0	0	259325	3	0
0	0	0	0	23	7	9607	1900	0	0	0	0	0	263255	3	0
0	0	0	0	2	28	9608	1900	0	0	0	0	0	263566	3	0
0	0	0	0	5	28	9609	1900	0	0	0	0	0	262562	3	0
0	0	0	0	9	29	9610	1903	0	0	0	0	0	219814	3	0
0	0	0	0	52	29	9611	1903	0	0	0	0	0	261294	3	0
1	0	0	1	14	6	9612	1903	0	0	0	0	1	158800	2	0
0	0	0	0	28	28	9613	1903	0	0	0	0	0	169808	3	0
1	0	0	1	2	28	9614	1903	0	0	0	0	0	198147	3	0
1	0	0	1	6	13	9615	1903	0	0	0	0	0	200223	2	0
0	0	0	0	22	15	9616	1903	0	0	0	0	0	204370	3	0
0	0	0	0	33	4	9617	1903	0	0	0	0	0	207725	3	0
0	0	0	0	8	28	9618	1903	0	0	0	0	0	210010	3	0
2	0	0	1	10	18	9619	1903	0	0	0	0	1	213613	3	0
0	0	0	0	11	28	9620	1903	0	0	0	0	0	225114	2	0
0	0	0	0	5	3	9621	1903	0	0	0	0	0	226436	2	0
0	0	0	0	23	27	9622	1903	0	0	0	0	0	227633	2	0
0	0	0	0	12	28	9623	1903	0	0	0	0	0	231601	3	0
0	0	0	0	32	28	9624	1903	0	0	0	0	0	232107	3	0
0	0	0	0	21	7	9625	1903	0	0	0	0	0	234195	2	0
0	0	0	0	1	0	9626	1903	0	0	0	0	0	236571	3	0
1	0	0	1	29	23	9627	1903	0	0	0	0	1	237708	2	0
0	0	0	0	26	28	9628	1903	0	0	0	0	0	244602	3	0
0	0	0	0	24	28	9629	1903	0	0	0	0	0	246078	3	0
0	0	0	0	20	28	9630	1903	0	0	0	0	0	248604	3	0
0	0	0	0	3	28	9631	1903	0	0	0	0	0	253376	3	0
0	0	0	0	16	28	9632	1903	0	0	0	0	0	253442	3	0
0	0	0	0	25	29	9633	1903	0	0	0	0	0	255213	3	0
0	0	0	0	19	29	9634	1903	0	0	0	0	0	258984	3	0
0	0	0	0	30	28	9635	1903	0	0	0	0	0	259064	3	0
1	0	0	1	18	25	9636	1903	0	0	0	0	0	261478	3	0
0	0	0	0	35	29	9637	1903	0	0	0	0	0	264248	3	0
0	0	0	0	6	15	9638	1905	0	0	0	0	0	183940	3	0
3	1	0	1	29	25	9639	1905	0	0	0	0	2	184614	1	0
0	0	0	0	28	7	9640	1905	0	0	0	0	0	186982	3	0
0	0	0	0	12	28	9641	1905	0	0	0	0	0	193059	3	0
0	0	0	0	21	29	9642	1905	0	0	0	0	0	212710	3	0
0	0	0	0	11	28	9643	1905	0	0	0	0	0	220118	3	0
0	0	0	0	24	28	9644	1905	0	0	0	0	0	225531	3	0
0	0	0	0	13	28	9645	1905	0	0	0	0	0	229127	3	0
0	0	0	0	9	28	9646	1905	0	0	0	0	0	233109	3	0
1	0	0	1	7	23	9647	1905	0	0	0	0	1	234671	2	0
0	0	0	0	59	6	9648	1905	0	0	0	0	0	236535	3	0
0	0	0	0	31	28	9649	1905	0	0	0	0	0	239371	3	0
0	0	0	0	3	4	9650	1905	0	0	0	0	0	239512	4	0
0	0	0	0	15	28	9651	1905	0	0	0	0	0	243615	3	0
0	0	0	0	14	28	9652	1905	0	0	0	0	0	244052	3	0
0	0	0	0	1	0	9653	1905	0	0	0	0	0	250916	3	0
0	0	0	0	2	3	9654	1905	0	0	0	0	0	250917	3	0
1	0	0	1	22	27	9655	1905	1	0	0	0	1	250918	4	0
0	0	0	0	20	28	9656	1905	0	0	0	0	0	251558	3	0
0	0	0	0	4	28	9657	1905	0	0	0	0	0	251895	3	0
0	0	0	0	5	28	9658	1905	0	0	0	0	0	252169	3	0
0	0	0	0	33	29	9659	1905	0	0	0	0	0	254680	3	0
1	0	0	1	10	18	9660	1905	0	0	0	0	1	255313	2	0
0	0	0	0	26	29	9661	1905	0	0	0	0	0	257714	3	0
0	0	0	0	17	29	9662	1905	0	0	0	0	0	257715	3	0
0	0	0	0	27	29	9663	1905	0	0	0	0	0	257959	3	0
0	0	0	0	34	28	9664	1905	0	0	0	0	0	257962	3	0
0	0	0	0	8	13	9665	1905	0	0	0	0	0	258550	3	0
