homega	previousyeartableposition	homegf	currenttableposition	awaygf	awayga	teamshortform	hasachievedobjective	yettowin	unbeatenallcomps	unbeatenleague	champion	leagueid	prevleagueid	highestpossible	teamform	highestprobable	homewins	artificialkey	nummatchesplayed	teamid	grouping	awaywins	objective	points	actualvsexpectations	homelosses	unbeatenhome	lastgameresult	unbeatenaway	awaylosses	awaydraws	homedraws	teamlongform
7	17	2	20	2	8	6	0	1	0	0	0	350	31	0	10	4	0	197	6	110373	4	0	4	1	2	2	0	2	0	3	0	1	5
4	7	3	5	6	5	80	0	0	0	0	0	31	31	0	22202	2	1	198	6	110374	2	3	2	12	1	1	0	0	0	1	0	0	66
1	11	1	12	5	6	26	0	0	0	0	0	350	31	0	10002	3	1	199	6	111974	3	1	2	7	2	1	0	0	0	2	0	1	38
6	16	3	17	5	9	20	0	0	0	0	0	350	31	0	200	5	0	200	6	113974	5	1	4	4	1	3	0	2	0	1	1	0	22
4	4	4	9	6	6	46	0	0	0	0	0	31	31	0	122	3	1	201	6	114153	3	1	0	8	4	1	0	0	0	1	1	1	44
2	6	6	4	8	6	60	0	0	0	0	0	31	31	0	22020	1	3	202	6	114912	1	1	1	12	1	0	1	2	0	2	0	0	66
5	5	11	6	4	4	53	0	0	0	0	0	31	31	0	20112	2	2	203	6	115841	2	1	1	11	2	0	1	0	0	1	1	1	61
3	8	3	7	5	3	53	0	0	0	0	0	31	31	0	10221	3	1	204	6	115845	3	2	1	11	3	1	0	1	1	0	1	1	61
0	2	0	2	0	0	0	0	0	0	0	0	31	350	0	0	0	0	205	0	347	0	0	0	0	0	0	0	0	0	0	0	0	0
0	4	0	4	0	0	0	0	0	0	0	0	31	350	0	0	0	0	206	0	111811	0	0	0	0	0	0	0	0	0	0	0	0	0
0	17	0	17	0	0	0	0	0	0	0	0	31	350	0	0	0	0	207	0	115694	0	0	0	0	0	0	0	0	0	0	0	0	0
18	4	23	16	9	18	46	0	0	0	0	1	39	39	15	212	11	7	208	27	687	11	2	15	34	4	3	0	0	0	8	4	3	33
10	24	25	11	20	28	66	0	0	0	0	0	39	39	16	21202	13	9	209	26	688	13	2	13	37	1	3	0	0	0	8	4	0	53
9	13	14	21	16	19	46	0	0	0	0	0	39	39	16	1022	11	5	210	24	689	11	3	14	29	3	3	0	0	0	8	2	3	36
15	15	28	1	22	16	66	0	0	0	0	0	39	39	16	2212	16	11	211	27	691	16	7	13	59	0	1	0	0	0	3	3	2	76
15	22	18	24	6	25	26	0	0	0	0	0	39	39	15	20001	11	5	212	26	693	11	1	11	24	1	4	0	1	0	10	1	5	36
11	10	20	5	15	13	46	0	0	0	0	0	39	39	16	21111	14	6	213	25	694	13	6	14	45	2	1	0	1	0	3	3	6	60
12	11	19	22	19	32	13	0	0	0	0	0	39	39	15	1100	11	4	214	27	695	11	2	13	27	2	2	0	2	0	10	3	6	30
14	3	26	3	18	14	46	0	0	0	0	0	39	39	16	10220	14	7	215	26	696	14	6	13	46	0	2	0	2	0	4	2	5	53
15	20	21	8	16	27	20	0	0	0	0	0	39	39	16	11100	13	7	216	26	697	13	4	15	38	3	4	0	2	0	6	3	2	33
17	25	19	23	12	24	46	0	0	0	0	0	39	39	14	2120	11	5	217	27	698	11	0	13	26	2	3	0	2	0	8	6	5	26
14	17	17	18	14	20	66	0	0	0	0	0	39	39	16	22012	11	7	218	25	101112	11	1	11	33	1	4	0	0	0	4	7	2	63
12	21	21	14	21	29	60	0	0	0	0	0	39	39	16	20220	13	7	219	26	111065	13	3	13	36	1	2	0	2	0	8	2	4	50
7	9	17	13	12	22	60	0	0	0	0	0	39	39	16	20022	13	8	220	25	111138	13	2	14	37	2	3	0	0	0	5	5	2	50
14	18	22	12	15	18	60	0	0	0	0	0	39	39	16	20220	13	7	221	26	111139	13	3	11	37	0	2	0	2	0	7	4	3	50
19	8	27	6	15	24	86	0	0	0	0	0	39	39	16	22122	13	8	222	26	111140	13	4	15	40	3	3	0	0	0	7	2	2	66
11	6	19	2	19	10	60	0	0	0	0	0	39	39	16	20202	15	6	223	25	111144	15	8	16	48	2	3	0	0	0	2	2	4	53
16	2	14	27	14	35	26	0	0	0	0	0	39	39	13	21	11	2	224	26	111651	11	2	16	19	4	4	0	1	0	11	2	5	16
19	16	18	19	16	19	46	0	0	0	0	0	39	39	15	1022	11	4	225	26	111928	11	4	13	33	2	6	0	0	0	3	6	3	53
10	1	19	9	13	15	46	0	0	0	0	0	39	39	16	10022	13	8	226	25	112134	13	2	14	38	2	3	0	0	0	4	5	3	50
13	5	23	10	14	25	20	0	0	0	0	0	39	39	16	20000	13	7	227	26	112606	13	3	15	38	3	2	0	2	0	6	4	4	33
12	7	29	7	14	17	26	0	0	0	0	0	39	39	16	120	13	8	228	25	112828	13	3	14	38	2	3	0	2	0	6	3	2	40
11	23	20	15	15	20	60	0	0	0	0	0	39	39	16	2220	11	7	229	26	112885	11	2	16	36	4	3	0	2	0	5	6	3	73
31	19	17	20	8	9	60	0	0	0	0	0	39	39	16	22200	11	5	230	25	112893	11	4	14	32	3	7	0	2	0	4	3	2	63
19	12	26	17	12	19	60	0	0	0	0	0	39	39	15	22200	11	6	231	26	112996	11	3	16	33	4	2	0	2	0	9	1	5	33
13	26	9	26	17	35	20	0	0	0	0	0	39	39	14	2000	11	1	232	25	113149	11	3	11	20	1	5	0	2	0	8	3	5	20
21	27	20	25	7	19	20	0	0	0	0	0	39	39	14	2	11	4	233	26	114161	11	2	11	22	1	7	0	0	0	9	2	2	20
14	14	31	4	13	10	66	0	0	0	0	0	39	39	16	22021	13	8	234	26	114162	14	3	11	45	0	0	1	1	0	3	6	6	60
11	5	26	3	17	15	80	0	0	0	0	0	41	41	0	20222	10	7	235	20	298	10	4	0	37	2	2	0	0	0	3	3	1	76
12	4	14	5	18	14	60	0	0	0	0	0	41	41	0	22020	8	5	236	20	299	8	5	3	34	0	4	0	2	0	2	3	1	56
16	3	22	6	17	23	53	0	0	0	0	0	41	41	0	12201	8	6	237	20	300	8	3	8	32	1	2	0	1	0	4	3	2	53
11	2	33	2	15	14	33	0	0	0	0	0	41	41	0	211	10	8	238	20	417	10	3	0	38	2	1	0	1	0	3	4	1	50
18	12	10	13	14	18	33	0	0	0	0	0	41	41	0	10012	5	0	239	20	418	5	4	5	19	1	5	0	0	0	4	3	4	33
17	15	11	15	15	24	26	0	0	0	0	0	41	41	0	1002	5	2	240	19	917	5	2	3	16	3	5	0	0	0	6	2	2	33
10	1	27	1	14	9	86	0	0	0	0	1	41	41	0	22122	0	7	241	20	918	0	5	0	41	1	1	0	0	0	2	2	3	70
17	14	15	14	10	22	46	0	0	0	0	0	41	41	0	212	5	3	242	20	919	5	1	8	17	3	4	0	0	0	7	2	3	43
12	7	18	9	13	16	33	0	0	0	0	0	41	41	0	12010	3	3	243	20	920	3	3	10	27	3	1	0	2	0	4	3	6	36
8	9	25	7	6	19	60	0	0	0	0	0	41	41	0	2202	3	7	244	19	922	3	1	3	28	1	1	0	0	0	6	2	2	56
14	13	18	10	12	23	26	0	0	0	0	0	41	41	0	102	3	4	245	20	1456	3	3	8	26	2	3	0	0	0	5	3	2	33
11	11	19	8	13	21	40	0	0	0	0	0	41	41	0	2200	3	7	246	20	1463	3	1	3	28	1	2	0	2	0	6	3	1	43
14	10	14	11	12	21	33	0	0	0	0	0	41	41	0	10210	3	4	247	20	1757	3	3	5	25	0	4	0	2	0	5	1	3	33
9	8	12	12	8	23	40	0	0	0	0	0	41	41	0	22000	3	3	248	20	112199	3	2	3	20	1	3	0	2	0	7	1	4	26
14	16	12	16	10	17	13	0	0	0	0	0	41	41	0	10010	5	1	249	20	112420	5	1	5	14	2	5	0	2	0	5	4	4	13
8	6	20	4	8	17	60	0	0	0	0	0	41	41	0	2220	8	8	250	20	113459	8	3	3	35	0	1	0	2	0	6	1	1	60
2	10	3	7	5	7	13	0	0	0	0	0	50	50	0	11000	3	1	251	7	77	3	1	10	8	3	1	0	2	0	2	1	1	38
1	1	16	6	1	4	46	0	0	0	0	0	50	50	0	20201	8	3	252	7	78	8	0	0	10	3	0	1	1	0	3	0	1	47
2	3	6	3	6	3	60	0	0	0	1	0	50	50	0	12112	10	2	253	7	80	10	2	3	15	0	0	1	0	1	0	1	2	71
2	8	8	2	5	4	60	0	0	0	1	0	50	50	0	12112	10	3	254	7	81	10	1	10	15	1	0	1	0	1	0	2	1	71
4	5	7	4	4	3	86	0	0	0	0	0	50	50	0	22212	10	3	255	7	83	10	1	8	14	0	1	0	0	1	0	2	0	66
1	2	5	1	7	4	86	0	0	0	0	1	50	50	0	22212	0	2	256	7	86	0	3	0	16	1	0	1	0	0	1	0	1	76
5	12	4	12	0	8	13	0	1	0	0	0	50	50	0	10100	5	0	257	7	180	5	0	5	3	2	1	0	2	0	3	0	3	14
2	4	2	5	2	3	53	0	0	0	0	0	50	50	0	20121	8	2	258	7	181	8	1	5	11	0	1	0	1	0	1	2	0	52
4	7	3	10	0	8	26	0	0	0	0	0	50	50	0	120	5	1	259	7	621	5	0	3	4	2	2	0	2	0	3	1	0	19
6	6	4	11	2	9	13	0	1	0	0	0	50	50	0	1010	5	0	260	7	631	5	0	5	3	1	1	0	2	0	3	1	2	14
4	11	2	9	1	1	26	0	0	0	0	0	50	50	0	1020	3	0	261	7	100804	3	1	8	6	2	2	0	2	0	1	2	1	28
4	9	4	8	4	10	40	0	0	0	0	0	50	50	0	1112	3	1	262	7	100805	3	0	3	7	1	1	0	0	0	1	2	2	33
2	3	3	4	6	4	53	0	0	0	0	1	53	53	0	12120	1	1	263	7	240	1	3	0	14	2	0	1	2	0	1	0	2	66
4	2	10	6	1	1	60	0	0	0	1	0	53	53	0	12112	2	3	264	6	241	2	0	0	12	3	0	1	0	1	0	2	1	66
3	1	11	1	10	5	86	0	0	1	1	1	53	53	0	22221	0	2	265	7	243	0	3	0	17	1	0	1	1	1	0	1	1	80
3	8	4	10	2	1	53	0	0	0	0	0	53	53	0	22101	3	1	266	7	448	3	1	2	10	2	1	0	1	1	0	3	1	47
4	5	5	7	6	3	66	0	0	0	0	0	53	53	0	2122	3	1	267	7	449	3	2	2	12	2	1	0	0	1	0	1	2	57
5	11	2	16	4	5	26	0	0	0	0	0	53	53	0	10002	5	0	268	6	450	5	1	3	4	2	3	0	0	0	1	1	0	22
2	14	2	13	2	5	26	0	0	0	0	1	54	54	0	120	3	1	269	7	452	3	0	3	6	1	1	0	2	0	2	2	1	28
4	16	4	12	2	8	26	0	0	0	0	0	53	54	0	20100	3	1	270	7	453	3	1	4	8	0	1	0	2	0	2	0	2	38
0	6	3	2	7	6	86	0	0	0	0	0	53	53	0	22122	1	3	271	7	457	1	2	2	16	0	0	1	0	0	1	0	1	76
3	9	6	8	6	5	46	0	0	0	0	0	53	53	0	22001	3	2	272	7	461	3	1	2	11	2	1	0	1	0	1	1	1	52
2	13	2	15	2	6	33	0	0	0	0	0	54	54	0	12100	5	0	273	7	468	5	1	4	6	1	0	1	2	0	3	0	3	28
7	10	2	9	8	4	60	0	0	0	0	0	53	53	0	20202	3	0	274	7	479	3	3	3	11	1	2	0	0	1	0	0	2	52
1	12	10	5	3	6	86	0	0	0	0	0	53	53	0	21222	2	3	275	7	480	2	1	4	13	0	0	1	0	0	2	1	0	61
1	4	8	3	2	1	73	0	0	1	1	0	53	53	0	21122	1	3	276	6	481	1	1	1	14	1	0	1	0	1	0	2	0	77
1	7	4	11	2	2	46	0	0	0	1	0	53	53	0	11121	3	1	277	6	483	3	0	2	8	2	0	1	1	1	0	4	1	44
4	15	1	20	1	8	0	0	1	0	0	0	53	53	0	0	4	0	278	7	1860	4	0	3	0	3	3	0	2	0	4	0	0	0
6	17	3	14	4	5	26	0	0	0	0	0	54	53	0	210	3	0	279	7	1968	3	1	3	6	1	2	0	2	0	1	1	2	28
2	19	4	11	3	5	40	0	0	0	0	0	53	54	6	20002	3	2	280	7	462	3	1	6	10	4	1	0	0	0	2	1	0	47
2	4	7	2	8	4	60	0	0	0	0	0	54	54	6	2022	6	3	281	7	1861	6	2	6	15	1	0	1	0	0	2	0	0	71
2	5	4	14	1	4	26	0	0	0	0	0	53	54	6	21	3	2	282	7	110062	3	0	6	8	4	1	0	1	0	2	1	1	38
7	20	2	19	0	4	20	0	0	0	0	0	53	53	0	2	4	1	283	6	463	4	0	4	3	2	3	0	0	0	2	0	0	16
6	19	4	17	2	6	13	0	1	0	0	0	54	54	0	1100	5	0	284	7	1853	5	0	3	4	2	1	0	2	0	2	2	2	19
6	18	4	18	1	5	13	0	1	0	0	0	54	53	0	10010	4	0	285	6	110832	4	0	3	3	3	2	0	2	0	1	2	1	16
2	15	1	18	4	5	40	0	0	0	0	0	54	54	6	2111	5	0	286	7	244	5	1	8	7	3	1	0	1	0	1	2	2	33
2	14	3	5	5	4	46	0	0	0	0	0	54	54	6	12200	7	1	287	7	260	7	2	3	11	0	1	0	2	0	1	1	1	52
3	7	7	1	4	4	80	0	0	0	0	0	54	54	6	22202	6	4	288	7	459	6	1	7	16	0	0	1	0	0	1	1	0	76
4	20	4	6	5	5	73	0	0	0	0	0	53	53	6	21221	7	1	289	7	467	7	2	6	11	2	1	0	1	0	1	1	1	52
4	9	6	10	2	4	53	0	0	0	0	0	53	53	6	20112	3	2	290	7	472	3	0	7	10	3	0	1	0	0	1	2	2	47
0	12	3	15	3	10	40	0	0	0	0	0	54	54	6	20200	5	2	291	7	573	3	0	7	8	3	0	1	2	0	3	1	1	38
1	8	8	3	2	4	60	0	0	0	0	0	54	54	6	20220	7	4	292	7	2023	7	1	8	15	0	0	1	2	0	2	0	0	71
1	22	3	19	2	5	33	0	0	0	0	0	54	54	6	2110	5	1	293	7	10846	5	0	5	6	2	1	0	2	0	2	2	1	28
8	17	1	22	3	5	20	0	0	0	0	0	54	54	6	200	5	0	294	7	100831	5	1	3	3	3	3	0	2	0	3	0	0	14
4	16	4	12	1	4	60	0	0	0	0	0	54	54	6	2202	8	2	295	6	100851	3	1	3	9	1	1	0	0	0	2	0	0	50
2	3	2	13	4	5	46	0	0	0	0	0	53	54	6	1022	3	1	296	7	100888	3	1	6	8	4	1	0	0	0	2	1	1	38
4	11	3	16	2	0	46	0	0	0	0	0	54	54	6	21111	3	0	297	6	110065	5	1	3	7	2	1	0	1	1	0	2	2	38
7	10	8	9	3	3	40	0	0	0	0	0	54	54	6	2020	3	2	298	7	110069	3	1	3	10	1	2	0	2	0	1	1	0	47
5	19	3	20	1	2	13	0	0	0	0	0	54	54	6	10010	5	1	299	7	110711	5	0	5	6	2	2	0	2	0	1	2	1	28
2	13	4	8	4	4	60	0	0	0	0	0	54	54	6	12211	3	1	300	7	110827	8	1	3	10	0	0	1	1	0	1	1	3	47
5	18	4	17	4	5	33	0	0	0	0	0	54	54	6	1201	5	1	301	7	110831	5	0	5	7	1	1	0	1	0	1	2	2	33
2	18	5	7	5	5	26	0	0	0	0	0	54	53	6	12	8	2	302	7	110839	8	1	6	10	3	1	0	0	0	2	0	1	47
4	20	5	21	1	6	40	0	0	0	0	0	54	54	6	21101	5	1	303	7	113356	5	0	5	6	2	0	1	1	0	3	1	2	28
4	21	6	4	3	2	60	0	0	1	1	0	54	54	6	21112	7	1	304	7	113981	7	1	5	11	0	0	1	0	1	0	2	3	52
13	8	14	11	10	16	20	0	0	0	0	0	56	56	0	200	3	3	305	20	319	3	2	10	22	3	4	0	2	0	4	4	3	33
13	1	28	2	17	11	53	0	0	0	0	1	56	56	0	1122	10	7	306	21	320	10	5	0	41	2	1	0	0	0	3	2	3	60
5	14	6	13	7	12	26	0	0	0	0	0	56	56	0	20001	3	2	307	20	321	5	2	5	21	1	1	0	1	0	6	3	6	33
6	2	20	3	10	10	73	0	0	0	0	0	56	56	0	22121	10	9	308	20	433	10	3	8	41	0	0	1	1	0	3	3	2	80
13	4	20	5	14	12	40	0	0	0	0	0	56	56	0	22000	8	6	309	21	700	8	5	10	36	2	3	0	2	0	4	1	2	56
9	7	18	4	16	13	86	0	0	0	0	0	56	56	0	21222	8	6	310	21	702	8	5	10	36	2	2	0	0	0	5	1	2	63
14	15	8	15	7	28	20	0	0	0	0	0	56	56	10	20	5	2	311	21	705	5	2	3	16	3	4	0	2	0	9	0	4	30
11	5	22	6	13	16	66	0	0	0	0	0	56	56	0	20221	8	7	312	21	708	8	2	8	34	1	1	0	1	0	4	4	3	53
10	3	24	1	13	7	66	0	0	0	0	0	56	56	0	2122	0	8	313	21	710	0	5	0	44	1	1	0	0	0	2	3	2	66
13	12	19	10	12	18	40	0	0	0	0	0	56	56	0	20111	3	4	314	21	711	3	2	3	25	1	3	0	1	0	5	4	3	33
11	6	12	7	10	10	66	0	0	0	0	0	56	56	0	20221	3	4	315	20	1439	3	4	5	31	0	3	0	1	0	2	3	4	56
5	9	7	12	10	14	60	0	0	0	0	0	56	56	0	21112	5	3	316	21	112072	3	1	3	21	1	3	0	0	0	5	5	4	36
16	16	17	16	2	21	20	0	0	0	0	0	56	56	8	200	5	3	317	21	113173	5	0	3	12	3	7	0	2	0	8	2	1	13
11	11	11	9	11	21	66	0	0	0	0	0	56	56	0	12220	3	5	318	20	113458	3	2	3	26	1	4	0	2	0	4	4	1	46
12	11	11	8	14	15	46	0	0	0	0	0	56	56	0	22010	3	4	319	21	113743	3	3	5	27	0	3	0	2	0	5	3	3	60
12	13	13	14	8	26	0	0	0	0	0	0	56	56	0	0	5	4	320	20	113892	5	1	5	18	1	4	0	2	0	8	2	1	13
3	21	4	24	2	5	33	0	0	0	0	0	14	60	6	10120	4	1	321	9	91	4	1	3	0	4	0	1	2	0	3	1	3	37
2	5	2	20	4	8	20	0	0	0	0	0	60	14	6	10110	5	1	322	9	1932	5	0	8	8	2	1	0	2	0	2	3	2	29
4	2	7	21	3	16	20	0	0	0	0	0	60	60	6	20	5	2	323	9	1938	5	0	4	7	1	1	0	2	0	5	0	1	25
6	3	5	9	9	7	26	0	0	0	0	0	60	61	6	1200	3	1	324	9	4	3	2	3	12	2	1	0	2	0	2	1	2	44
6	7	5	22	4	7	33	0	0	0	0	0	60	60	6	20011	4	1	325	9	89	4	0	8	6	3	2	0	1	0	3	1	2	22
12	9	9	21	3	4	40	0	0	0	0	0	13	14	6	11021	4	0	326	8	94	4	1	6	7	4	1	0	1	0	2	0	4	29
7	17	5	20	1	5	53	0	0	0	0	0	60	60	6	20112	5	2	327	9	127	5	0	4	8	1	2	0	0	0	3	1	1	29
4	5	3	17	9	7	46	0	0	0	0	0	60	60	6	2102	5	1	328	9	149	5	2	3	11	3	2	0	0	0	2	1	1	40
8	4	9	16	6	6	46	0	0	0	0	0	61	61	6	20021	3	2	329	9	357	3	1	4	11	0	2	0	1	0	2	1	1	40
4	8	6	10	3	4	13	0	0	0	0	0	14	60	6	11	3	2	330	9	1790	3	1	8	12	1	1	0	1	0	2	2	1	44
3	13	7	3	10	7	86	0	0	0	0	0	61	60	6	21222	7	4	331	9	1798	7	1	3	18	0	1	0	0	1	0	3	0	66
1	24	4	11	3	5	33	0	0	0	0	0	14	14	6	20011	8	2	332	8	1807	3	1	6	12	4	0	1	1	0	2	2	1	50
3	18	8	4	6	4	73	0	0	0	0	0	60	60	6	12212	7	3	333	9	1929	7	2	4	18	0	0	1	0	0	1	1	2	66
2	22	5	6	5	6	46	0	0	0	0	0	60	14	6	20120	7	3	334	8	1933	7	1	7	14	1	0	1	2	0	2	2	0	58
5	1	5	14	6	8	53	0	0	0	0	1	61	60	6	11220	3	2	335	9	1936	3	1	4	12	0	1	0	2	0	2	2	1	44
8	2	8	12	4	4	66	0	0	0	0	0	60	61	6	22021	8	2	336	8	1944	3	1	4	12	0	1	0	1	0	1	1	2	50
3	6	7	13	3	7	33	0	0	0	0	0	14	14	6	20101	3	3	337	9	1951	3	0	7	12	3	0	1	1	0	3	1	2	44
5	16	6	15	1	5	20	0	0	0	0	0	60	60	6	11100	3	2	338	9	15015	3	1	4	12	0	1	0	2	0	2	1	2	44
5	11	5	7	6	9	26	0	0	0	0	0	61	60	6	2001	3	3	339	9	110313	8	1	3	13	1	1	0	1	0	3	1	0	48
5	15	5	18	8	8	60	0	0	0	0	0	60	60	6	21211	5	1	340	8	112260	5	1	3	9	3	1	0	1	0	2	2	1	37
1	9	6	6	6	5	60	0	0	0	0	0	60	61	6	11221	7	2	341	9	143	7	1	8	14	0	0	1	1	0	1	3	2	51
6	6	9	1	9	2	53	0	0	0	0	0	61	61	6	1221	6	3	342	9	561	6	3	3	20	0	1	0	1	1	0	1	1	74
3	13	4	4	6	3	80	0	0	0	0	0	61	60	6	20222	7	1	343	9	1928	7	3	7	15	1	1	0	0	0	1	1	2	55
5	24	3	18	5	9	46	0	0	0	0	0	60	60	6	12002	5	2	344	9	1962	5	1	6	10	4	2	0	0	0	3	1	0	37
5	12	4	23	2	7	33	0	0	0	0	0	61	60	6	1201	4	1	345	9	121	4	0	4	6	2	2	0	1	0	3	2	1	22
2	14	2	24	2	9	26	0	0	0	0	0	61	60	6	10020	4	1	346	8	142	4	0	3	4	4	1	0	2	0	5	0	1	16
7	10	5	19	4	6	20	0	0	0	0	0	61	60	6	1011	5	1	347	9	1802	5	0	3	8	3	1	0	1	0	2	3	2	29
6	19	7	8	9	9	46	0	0	0	0	0	61	60	6	12200	3	1	348	9	112259	8	2	4	12	0	1	0	2	0	2	1	2	44
6	14	3	21	4	7	13	0	0	0	0	0	60	61	6	1001	5	1	349	9	361	5	1	3	9	2	1	0	1	0	3	1	2	33
7	21	8	10	5	4	53	0	0	0	0	0	61	61	6	12012	3	2	350	9	381	3	1	5	12	0	1	0	0	0	2	1	2	44
4	10	5	17	4	9	26	0	0	0	0	0	60	60	6	2010	5	1	351	9	1480	5	1	3	10	2	0	1	2	0	3	1	3	37
7	19	7	22	2	6	46	0	0	0	0	0	61	61	6	21200	5	2	352	9	1803	5	0	3	8	2	2	0	2	0	3	1	1	29
4	15	8	11	4	7	13	0	0	0	0	0	61	61	6	1010	3	2	353	9	1804	3	1	6	12	4	0	1	2	0	3	1	2	44
6	18	1	24	4	8	46	0	0	0	0	0	60	61	6	20012	5	0	354	9	1920	5	2	5	7	2	3	0	0	0	3	0	1	25
4	22	5	5	4	3	53	0	0	0	0	0	60	60	6	20211	7	2	355	9	1930	7	2	7	15	1	1	0	1	0	1	2	1	55
4	23	3	9	6	3	40	0	0	0	0	0	61	60	6	21011	8	1	356	9	1934	8	2	5	13	0	2	0	1	1	0	2	2	48
3	20	1	16	6	4	53	0	0	0	0	0	61	61	6	21201	3	0	357	8	1935	3	2	3	10	1	2	0	1	1	0	3	1	41
9	16	8	20	2	5	13	0	0	0	0	0	61	61	6	11	5	2	358	9	1940	5	0	7	9	4	2	0	1	0	2	2	1	33
2	24	7	7	2	5	33	0	0	0	0	0	61	61	6	2011	7	4	359	9	1941	7	0	5	14	0	0	1	1	0	3	1	1	51
9	22	3	23	3	5	26	0	0	0	0	0	61	61	6	20010	5	1	360	9	1949	5	0	5	7	2	3	0	2	0	1	3	1	25
4	21	3	12	9	7	53	0	0	0	0	0	61	60	6	12210	3	1	361	9	1955	3	2	3	12	1	2	0	2	0	1	1	2	44
2	11	9	2	7	5	73	0	0	0	0	0	60	61	6	21221	6	3	362	9	1958	6	1	3	16	0	1	0	1	1	0	3	1	59
1	7	4	13	0	2	46	0	0	0	0	0	61	61	6	2021	3	3	363	9	15048	3	0	8	12	2	1	0	1	0	2	3	0	44
3	23	8	14	2	5	60	0	0	0	0	0	61	61	6	2202	3	3	364	8	110799	3	0	5	11	0	1	0	0	0	2	2	0	45
5	12	8	8	4	8	66	0	0	0	0	0	60	61	6	2212	8	3	365	9	110890	8	1	5	14	0	0	1	0	0	3	0	2	51
6	17	8	3	7	5	40	0	0	0	0	0	61	61	6	21011	6	2	366	9	112222	6	2	5	16	0	0	1	1	0	1	1	3	59
4	5	4	15	6	9	33	0	0	0	0	0	61	61	6	11020	3	1	367	9	112254	3	2	7	11	3	1	0	2	0	3	1	1	40
4	8	7	19	2	6	46	0	0	0	0	0	61	61	6	20201	5	2	368	9	113926	5	0	6	9	4	1	0	1	0	3	0	3	33
17	5	31	5	12	16	46	0	0	0	0	0	65	65	0	20210	3	7	369	26	305	3	4	10	38	3	4	0	2	0	6	2	3	46
10	1	22	1	22	10	80	0	0	0	0	1	65	65	0	20222	0	8	370	27	306	0	10	0	59	1	1	0	0	0	3	1	4	83
11	2	25	2	21	22	40	0	0	0	0	0	65	65	0	20200	10	11	371	28	423	10	4	3	50	0	3	0	2	0	5	5	0	50
19	4	22	4	17	15	73	0	0	0	0	0	65	65	0	22112	8	4	372	28	445	8	7	3	42	0	4	0	0	0	4	2	7	66
11	3	19	3	14	13	46	0	0	0	0	0	65	65	0	12200	10	6	373	28	563	10	7	8	45	0	5	0	2	0	4	3	3	33
23	9	13	8	12	23	46	0	0	0	0	0	65	65	10	2102	5	5	374	28	753	5	5	3	32	2	7	0	0	0	9	0	2	63
19	6	17	9	16	20	26	0	0	0	0	0	65	65	10	1002	5	5	375	27	837	5	3	0	31	4	6	0	0	0	6	5	2	33
15	7	19	6	21	20	46	0	0	0	0	0	65	65	0	2120	3	5	376	28	1572	3	5	5	37	0	5	0	2	0	6	3	4	36
22	10	8	10	11	29	20	0	0	0	0	0	65	65	3	20	4	2	377	28	1586	4	0	5	14	2	9	0	2	0	9	5	3	16
17	8	13	7	18	21	66	0	0	0	0	0	65	65	0	22102	3	4	378	28	111131	3	6	5	36	0	7	0	0	0	5	4	2	53
4	8	3	13	6	8	46	0	0	0	0	0	66	66	0	20120	3	2	379	8	420	5	1	3	10	2	2	0	2	0	2	1	0	41
1	1	10	1	8	5	53	0	0	0	0	0	66	66	0	21120	0	3	380	9	873	0	2	0	18	1	0	1	2	0	1	1	2	66
1	6	9	10	6	12	46	0	0	0	0	0	66	66	0	21020	5	3	381	9	1569	3	0	3	10	1	0	1	2	0	5	0	1	37
4	10	6	14	3	5	40	0	0	0	0	1	66	66	0	20020	3	2	382	7	1871	5	1	0	9	4	1	0	2	0	3	0	0	42
5	17	7	8	6	10	46	0	0	0	0	0	66	66	0	22100	3	2	383	9	1873	3	1	3	11	1	2	0	2	0	2	1	1	40
14	18	5	18	2	8	20	0	0	0	0	0	66	66	0	200	4	1	384	9	110565	4	0	5	5	2	3	0	2	0	3	1	1	18
5	12	8	7	2	6	33	0	0	0	0	0	66	66	0	1102	3	3	385	9	110745	3	0	8	12	2	1	0	0	0	2	1	2	44
2	3	8	4	4	5	60	0	0	0	0	0	66	66	0	21112	8	3	386	9	110746	8	1	8	16	1	0	1	0	0	1	3	1	59
5	9	5	15	4	8	53	0	0	0	0	0	66	66	0	2211	5	1	387	8	110747	5	1	8	9	3	1	0	1	0	2	2	1	37
5	13	8	5	3	7	60	0	0	0	0	0	66	66	0	222	8	3	388	8	110749	8	2	8	15	1	1	0	0	0	2	0	0	62
8	5	7	12	3	2	46	0	0	0	0	0	66	66	0	21200	3	1	389	8	111086	3	2	8	10	2	2	0	2	0	2	0	1	41
3	7	6	11	2	4	40	0	0	0	0	0	66	66	0	21110	3	2	390	8	111088	3	0	5	10	0	0	1	2	0	2	2	2	41
2	4	7	3	8	6	53	0	0	0	0	0	66	66	0	1122	8	3	391	9	111091	10	1	8	16	0	0	1	0	0	1	3	1	59
4	15	7	2	7	4	73	0	0	0	1	0	66	66	0	12212	10	2	392	9	111092	10	2	8	17	0	0	1	0	1	0	2	3	62
9	18	8	17	1	3	26	0	0	0	0	0	66	66	0	102	4	1	393	8	112510	4	0	3	6	3	2	0	0	0	2	1	2	25
6	11	2	16	6	4	13	0	0	0	0	0	66	66	0	1100	4	0	394	9	112511	4	1	5	7	2	2	0	2	0	2	1	3	25
